2,mean.cos.sim
Q13283Q7L8A9,0.4767089
Q13283Q7L8C5,0.2752031
Q13283Q7L8J4,0.342246
Q13283Q7L8L6,0.42171606
Q13283Q7L8S5,0.5683033
Q13283Q7L8W6,0.26996407
Q13283Q7L945,0.1774353
Q13283Q7L985,0.15935817
Q13283Q7L9B9,0.46297607
Q13283Q7L9L4,0.21513133
Q13283Q7LBC6,0.5949875
Q13283Q7LBR1,0.49464792
Q13283Q7LC44,0.3899463
Q13283Q7LDG7,0.15700793
Q13283Q7LFL8,0.5912447
Q13283Q7LFX5,0.46450138
Q13283Q7LG56,0.35060668
Q13283Q7LGA3,0.30648357
Q13283Q7LGC8,0.023889434
Q13283Q7M4L6,0.18948695
Q13283Q7RTM1,0.22411764
Q13283Q7RTN6,0.45350862
Q13283Q7RTP0,0.11889024
Q13283Q7RTP6,0.52532303
Q13283Q7RTR0,0.2619218
Q13283Q7RTS1,0.6275211
Q13283Q7RTS6,0.2515988
Q13283Q7RTS7,0.13333271
Q13283Q7RTS9,0.28271443
Q13283Q7RTT5,0.5232893
Q13283Q7RTT6,0.42595285
Q13283Q7RTU0,0.51826465
Q13283Q7RTU1,0.605301
Q13283Q7RTU3,0.46139234
Q13283Q7RTU4,0.40795022
Q13283Q7RTU7,0.5591177
Q13283Q7RTV0,0.68853533
Q13283Q7RTV2,0.35289916
Q13283Q7RTV5,0.13072549
Q13283Q7RTW8,0.20005861
Q13283Q7RTX0,0.059712045
Q13283Q7RTX7,0.10593432
Q13283Q7RTY0,0.14809977
Q13283Q7RTY3,0.3770903
Q13283Q7RTY5,0.21155837
Q13283Q7Z2D5,0.41992956
Q13283Q7Z2E3,0.6483364
Q13283Q7Z2F6,0.05194559
Q13283Q7Z2G1,0.35136777
Q13283Q7Z2H8,0.057839483
Q13283Q7Z2K6,0.2545364
Q13283Q7Z2K8,0.3457504
Q13283Q7Z2T5,0.6492875
Q13283Q7Z2W4,0.63424224
Q13283Q7Z2W7,0.31247053
Q13283Q7Z2W9,0.4500432
Q13283Q7Z2X4,0.59657514
Q13283Q7Z2X7,0.24572256
Q13283Q7Z2Z1,0.35981983
Q13283Q7Z2Z2,0.57352704
Q13283Q7Z304,0.113338076
Q13283Q7Z309,0.39751893
Q13283Q7Z333,0.44815612
Q13283Q7Z353,0.43772262
Q13283Q7Z388,0.13601361
Q13283Q7Z392,0.52825475
Q13283Q7Z398,0.40382814
Q13283Q7Z3B1,0.3823287
Q13283Q7Z3B3,0.49552172
Q13283Q7Z3B4,0.46222863
Q13283Q7Z3C6,0.30360913
Q13283Q7Z3D4,0.15480417
Q13283Q7Z3E1,0.45893207
Q13283Q7Z3E2,0.6018741
Q13283Q7Z3E5,0.18620571
Q13283Q7Z3F1,0.122543015
Q13283Q7Z3H0,0.52235305
Q13283Q7Z3H4,0.3002196
Q13283Q7Z3I7,0.37872353
Q13283Q7Z3J2,0.49260703
Q13283Q7Z3K3,0.547663
Q13283Q7Z3K6,0.43578237
Q13283Q7Z3Q1,0.10005244
Q13283Q7Z3S9,0.4155373
Q13283Q7Z3T1,0.050131477
Q13283Q7Z3T8,0.4779231
Q13283Q7Z3U7,0.57397574
Q13283Q7Z3V4,0.14631104
Q13283Q7Z3V5,0.40892196
Q13283Q7Z3Y7,0.42076722
Q13283Q7Z3Y8,0.6203394
Q13283Q7Z3Y9,0.33613247
Q13283Q7Z3Z0,0.21656616
Q13283Q7Z3Z2,0.28579083
Q13283Q7Z3Z4,0.30967188
Q13283Q7Z401,0.44442558
Q13283Q7Z402,0.30674756
Q13283Q7Z403,0.0780852
Q13283Q7Z404,0.27411333
Q13283Q7Z406,0.25518194
Q13283Q7Z412,0.14611337
Q13283Q7Z417,0.39076456
Q13283Q7Z418,0.22716275
Q13283Q7Z419,0.5452945
Q13283Q7Z422,0.40367794
Q13283Q7Z429,0.4158482
Q13283Q7Z434,0.5508439
Q13283Q7Z442,0.3878405
Q13283Q7Z444,0.1501877
Q13283Q7Z449,0.03353582
Q13283Q7Z460,0.5970663
Q13283Q7Z478,0.6745281
Q13283Q7Z494,0.32988837
Q13283Q7Z4F1,0.114107266
Q13283Q7Z4G1,0.54380083
Q13283Q7Z4G4,0.3324357
Q13283Q7Z4H3,0.12976125
Q13283Q7Z4H7,0.47239047
Q13283Q7Z4H8,0.064584
Q13283Q7Z4H9,0.14090177
Q13283Q7Z4J2,0.28777027
Q13283Q7Z4L5,0.3428424
Q13283Q7Z4N2,0.52475524
Q13283Q7Z4N8,0.11263909
Q13283Q7Z4Q2,0.53966296
Q13283Q7Z4R8,0.08573162
Q13283Q7Z4S6,0.57270485
Q13283Q7Z4T8,0.05833628
Q13283Q7Z4T9,0.2207242
Q13283Q7Z4U5,0.57256395
Q13283Q7Z4V0,0.45303065
Q13283Q7Z4V5,0.7046544
Q13283Q7Z4W1,0.039289057
Q13283Q7Z4W2,0.300113
Q13283Q7Z4W3,0.5125302
Q13283Q7Z4Y8,0.14676873
Q13283Q7Z569,0.49467078
Q13283Q7Z589,0.49722156
Q13283Q7Z591,0.09938502
Q13283Q7Z5A4,0.3278946
Q13283Q7Z5A7,0.17686746
Q13283Q7Z5A8,0.23862824
Q13283Q7Z5A9,0.064684585
Q13283Q7Z5B4,0.1957787
Q13283Q7Z5G4,0.17354442
Q13283Q7Z5H3,0.4888082
Q13283Q7Z5J4,0.60097283
Q13283Q7Z5K2,0.45293775
Q13283Q7Z5L2,0.63096887
Q13283Q7Z5L4,0.2813236
Q13283Q7Z5L7,0.13379627
Q13283Q7Z5L9,0.64119375
Q13283Q7Z5M8,0.11398159
Q13283Q7Z5N4,0.18567666
Q13283Q7Z5P4,0.21943104
Q13283Q7Z5Q1,0.69656867
Q13283Q7Z5R6,0.56897056
Q13283Q7Z5S9,0.32219726
Q13283Q7Z5U6,0.25723046
Q13283Q7Z5V6,0.4778921
Q13283Q7Z5W3,0.44890413
Q13283Q7Z5Y7,0.387274
Q13283Q7Z602,0.1538887
Q13283Q7Z614,0.20003255
Q13283Q7Z624,0.3308481
Q13283Q7Z628,0.42713165
Q13283Q7Z695,0.053224616
Q13283Q7Z698,0.50642884
Q13283Q7Z699,0.4761947
Q13283Q7Z6A9,0.13558969
Q13283Q7Z6B0,0.4090291
Q13283Q7Z6B7,0.390767
Q13283Q7Z6E9,0.7443262
Q13283Q7Z6G3,0.4004492
Q13283Q7Z6G8,0.45378122
Q13283Q7Z6I5,0.4710577
Q13283Q7Z6I8,0.5864258
Q13283Q7Z6J0,0.5465587
Q13283Q7Z6J4,0.062361855
Q13283Q7Z6J6,0.0703272
Q13283Q7Z6J8,0.33341774
Q13283Q7Z6J9,0.35404444
Q13283Q7Z6K1,0.25187257
Q13283Q7Z6K3,0.44930393
Q13283Q7Z6K4,0.28604347
Q13283Q7Z6K5,0.31997246
Q13283Q7Z6L0,0.28573614
Q13283Q7Z6L1,0.11096734
Q13283Q7Z6M1,0.35001874
Q13283Q7Z6M2,0.3135138
Q13283Q7Z6M3,0.35501418
Q13283Q7Z6M4,0.32794967
Q13283Q7Z6R9,0.4394656
Q13283Q7Z6V5,0.33743086
Q13283Q7Z6W1,0.41421527
Q13283Q7Z6W7,0.43904632
Q13283Q7Z6Z6,0.21915111
Q13283Q7Z6Z7,0.5441353
Q13283Q7Z713,0.27880314
Q13283Q7Z736,0.15765451
Q13283Q7Z739,0.7950356
Q13283Q7Z769,0.23731525
Q13283Q7Z794,0.1612964
Q13283Q7Z7A1,0.4473586
Q13283Q7Z7A3,0.24225798
Q13283Q7Z7A4,0.4861731
Q13283Q7Z7B0,0.5161594
Q13283Q7Z7B1,0.10445473
Q13283Q7Z7B7,0.012233655
Q13283Q7Z7B8,0.006394744
Q13283Q7Z7C7,0.5178601
Q13283Q7Z7C8,0.6434371
Q13283Q7Z7D3,0.26367506
Q13283Q7Z7E8,0.3493022
Q13283Q7Z7F0,0.5185318
Q13283Q7Z7F7,0.5393116
Q13283Q7Z7G2,0.47910818
Q13283Q7Z7G8,0.5377896
Q13283Q7Z7H3,0.24558818
Q13283Q7Z7H5,0.4493052
Q13283Q7Z7H8,0.42143893
Q13283Q7Z7J5,0.25082484
Q13283Q7Z7J7,0.17445473
Q13283Q7Z7K0,0.08230047
Q13283Q7Z7K2,0.47398716
Q13283Q7Z7K6,0.6092751
Q13283Q7Z7L1,0.55836487
Q13283Q7Z7L7,0.36940795
Q13283Q7Z7L9,0.36538845
Q13283Q7Z7M0,0.010025226
Q13283Q7Z7M8,0.45664796
Q13283Q7Z7M9,0.31465214
Q13283Q7Z7N9,0.18225971
Q13283Q86SE5,0.7719782
Q13283Q86SE8,0.4713332
Q13283Q86SE9,0.6995623
Q13283Q86SF2,0.098031685
Q13283Q86SG2,0.46109223
Q13283Q86SG5,0.38911027
Q13283Q86SG6,0.15590782
Q13283Q86SG7,0.4664105
Q13283Q86SH2,0.15306604
Q13283Q86SJ2,0.014201341
Q13283Q86SJ6,0.520397
Q13283Q86SK9,0.039323453
Q13283Q86SQ0,0.5037075
Q13283Q86SQ3,0.1432696
Q13283Q86SQ4,0.0043217996
Q13283Q86SQ7,0.5505186
Q13283Q86SQ9,0.1708117
Q13283Q86SR1,0.26033205
Q13283Q86SS6,0.08969085
Q13283Q86SU0,0.31972533
Q13283Q86SX3,0.34938028
Q13283Q86SX6,0.28008193
Q13283Q86SZ2,0.5131809
Q13283Q86T03,0.5357962
Q13283Q86T13,0.21370058
Q13283Q86T20,0.16116321
Q13283Q86T23,0.33440632
Q13283Q86T24,0.45189375
Q13283Q86T26,0.18797792
Q13283Q86T65,0.3607428
Q13283Q86T82,0.19598794
Q13283Q86T90,0.4514174
Q13283Q86TA1,0.35057968
Q13283Q86TB3,0.4739018
Q13283Q86TB9,0.5239807
Q13283Q86TC9,0.57281876
Q13283Q86TD4,0.28860432
Q13283Q86TG1,0.40492502
Q13283Q86TG7,0.46725932
Q13283Q86TI0,0.56519043
Q13283Q86TI2,0.30104557
Q13283Q86TI4,0.12480631
Q13283Q86TJ2,0.67111737
Q13283Q86TJ5,0.37183338
Q13283Q86TL0,0.2642402
Q13283Q86TL2,0.19481756
Q13283Q86TM3,0.39646602
Q13283Q86TM6,0.165454
Q13283Q86TN4,0.5082231
Q13283Q86TP1,0.20323253
Q13283Q86TS9,0.54288185
Q13283Q86TU7,0.4123307
Q13283Q86TV6,0.35649472
Q13283Q86TW2,0.23629323
Q13283Q86TX2,0.32037982
Q13283Q86TY3,0.14619228
Q13283Q86TZ1,0.3565109
Q13283Q86U06,0.574127
Q13283Q86U10,0.4422986
Q13283Q86U28,0.30193487
Q13283Q86U38,0.6052678
Q13283Q86U42,0.7485553
Q13283Q86U44,0.65097964
Q13283Q86U70,0.18548568
Q13283Q86U86,0.5713104
Q13283Q86U90,0.38636616
Q13283Q86UA1,0.24556518
Q13283Q86UA6,0.44211563
Q13283Q86UB2,0.50952154
Q13283Q86UB9,0.2933746
Q13283Q86UD0,0.3531051
Q13283Q86UD1,0.12973413
Q13283Q86UD3,0.100512184
Q13283Q86UD4,0.37893933
Q13283Q86UD5,0.11015494
Q13283Q86UE4,0.67827964
Q13283Q86UE6,0.30215508
Q13283Q86UE8,0.4647603
Q13283Q86UF1,0.124674335
Q13283Q86UF2,0.53641915
Q13283Q86UG4,0.13332202
Q13283Q86UK7,0.6545639
Q13283Q86UL3,0.30933267
Q13283Q86UL8,0.5486539
Q13283Q86UN2,0.08227301
Q13283Q86UN3,0.03863631
Q13283Q86UN6,0.3208211
Q13283Q86UP0,0.114229955
Q13283Q86UP2,0.37465495
Q13283Q86UP3,0.6046574
Q13283Q86UP8,0.4003552
Q13283Q86UP9,0.10860441
Q13283Q86UQ0,0.2978456
Q13283Q86UQ4,0.19266865
Q13283Q86UR1,0.31569764
Q13283Q86UR5,0.5030817
Q13283Q86US8,0.49763426
Q13283Q86UT5,0.28555837
Q13283Q86UT6,0.174547
Q13283Q86UT8,0.5957211
Q13283Q86UU0,0.6563787
Q13283Q86UU1,0.6140302
Q13283Q86UU5,0.5363451
Q13283Q86UV5,0.5075269
Q13283Q86UV6,0.048852332
Q13283Q86UV7,0.38844836
Q13283Q86UW1,0.121733084
Q13283Q86UW2,0.22441792
Q13283Q86UW6,0.5498726
Q13283Q86UW7,0.2763427
Q13283Q86UW9,0.55882037
Q13283Q86UX6,0.42564756
Q13283Q86UX7,0.53996646
Q13283Q86UY5,0.4778645
Q13283Q86UY6,0.5448651
Q13283Q86UY8,0.2813239
Q13283Q86UZ6,0.5499001
Q13283Q86V15,0.5798199
Q13283Q86V20,0.17382832
Q13283Q86V21,0.19113773
Q13283Q86V24,0.013584566
Q13283Q86V25,0.23692417
Q13283Q86V35,0.06099248
Q13283Q86V42,0.54421604
Q13283Q86V48,0.5730895
Q13283Q86V59,0.73656785
Q13283Q86V71,0.21431465
Q13283Q86V81,0.748223
Q13283Q86V85,0.0083786
Q13283Q86V87,0.41111708
Q13283Q86V88,0.29215276
Q13283Q86V97,0.5301322
Q13283Q86VB7,0.09966245
Q13283Q86VD1,0.56952345
Q13283Q86VD7,0.24998334
Q13283Q86VD9,0.014286292
Q13283Q86VE0,0.40741816
Q13283Q86VF2,0.48285228
Q13283Q86VG3,0.16580388
Q13283Q86VH2,0.24038573
Q13283Q86VH4,0.27033284
Q13283Q86VH5,0.27535233
Q13283Q86VI1,0.4497822
Q13283Q86VI3,0.5112402
Q13283Q86VI4,0.16021436
Q13283Q86VK4,0.3572845
Q13283Q86VM9,0.7200837
Q13283Q86VN1,0.30000478
Q13283Q86VP1,0.49461666
Q13283Q86VP3,0.39443403
Q13283Q86VP6,0.59559405
Q13283Q86VQ0,0.65405965
Q13283Q86VQ1,0.27640077
Q13283Q86VQ3,0.2996566
Q13283Q86VR2,0.163213
Q13283Q86VR8,0.010066041
Q13283Q86VS8,0.46862593
Q13283Q86VU5,0.56352806
Q13283Q86VV4,0.35758457
Q13283Q86VV8,0.30986062
Q13283Q86VW0,0.4389442
Q13283Q86VW1,0.22627994
Q13283Q86VW2,0.048061144
Q13283Q86VX2,0.41471976
Q13283Q86VX9,0.35603237
Q13283Q86VY9,0.24434826
Q13283Q86VZ1,0.35696417
Q13283Q86VZ2,0.19518265
Q13283Q86VZ4,0.054097664
Q13283Q86VZ5,0.110233806
Q13283Q86VZ6,0.6877174
Q13283Q86W11,0.25140047
Q13283Q86W24,0.2808534
Q13283Q86W25,0.07616277
Q13283Q86W26,0.27182272
Q13283Q86W28,0.30264315
Q13283Q86W33,0.085687734
Q13283Q86W34,0.059732758
Q13283Q86W42,0.56898457
Q13283Q86W47,0.0283538
Q13283Q86W50,0.31451595
Q13283Q86W54,0.4206771
Q13283Q86W56,0.5246266
Q13283Q86W67,0.47685704
Q13283Q86W74,0.28566942
Q13283Q86W92,0.4918069
Q13283Q86WA6,0.14787708
Q13283Q86WA8,0.3621153
Q13283Q86WA9,0.035725
Q13283Q86WB0,0.48740515
Q13283Q86WB7,0.108099975
Q13283Q86WC4,0.3421832
Q13283Q86WC6,0.4145692
Q13283Q86WD7,0.19106962
Q13283Q86WG3,0.32361487
Q13283Q86WG5,0.49723452
Q13283Q86WH2,0.30056313
Q13283Q86WI0,0.1269556
Q13283Q86WI3,0.15039587
Q13283Q86WJ1,0.15627962
Q13283Q86WK6,0.06786361
Q13283Q86WK7,0.082953446
Q13283Q86WK9,0.034065135
Q13283Q86WN1,0.22212
Q13283Q86WN2,0.10107316
Q13283Q86WP2,0.6922578
Q13283Q86WQ0,0.27203518
Q13283Q86WR0,0.6925861
Q13283Q86WR7,0.4906785
Q13283Q86WS4,0.3043397
Q13283Q86WS5,0.11646451
Q13283Q86WT1,0.39201587
Q13283Q86WT6,0.39836258
Q13283Q86WU2,0.47040305
Q13283Q86WV1,0.4822077
Q13283Q86WV5,0.4819139
Q13283Q86WV6,0.20155907
Q13283Q86WW8,0.3210463
Q13283Q86WX3,0.54449534
Q13283Q86WZ6,0.47626477
Q13283Q86X02,0.42554417
Q13283Q86X10,0.53193843
Q13283Q86X19,0.17520025
Q13283Q86X24,0.3277053
Q13283Q86X27,0.29942977
Q13283Q86X29,0.27949136
Q13283Q86X40,0.056555234
Q13283Q86X45,0.43297935
Q13283Q86X51,0.2984324
Q13283Q86X52,0.13855968
Q13283Q86X53,0.5682375
Q13283Q86X55,0.58478963
Q13283Q86X60,0.3128755
Q13283Q86X67,0.29377955
Q13283Q86X76,0.41983795
Q13283Q86X83,0.52608496
Q13283Q86X95,0.49883375
Q13283Q86XA9,0.52917844
Q13283Q86XD5,0.4784685
Q13283Q86XD8,0.27544898
Q13283Q86XE0,0.31318253
Q13283Q86XE3,0.26978523
Q13283Q86XE5,0.32076082
Q13283Q86XF0,0.19072911
Q13283Q86XF7,0.4367786
Q13283Q86XI2,0.43025175
Q13283Q86XI6,0.45175752
Q13283Q86XI8,0.5205856
Q13283Q86XJ1,0.55811846
Q13283Q86XK2,0.467232
Q13283Q86XK3,0.14655486
Q13283Q86XK7,0.43540436
Q13283Q86XL3,0.45837602
Q13283Q86XM0,0.08978639
Q13283Q86XN6,0.27321684
Q13283Q86XN7,0.67536277
Q13283Q86XN8,0.2733981
Q13283Q86XP0,0.3156651
Q13283Q86XP1,0.37016937
Q13283Q86XP3,0.69762015
Q13283Q86XP6,0.16438732
Q13283Q86XR2,0.17240384
Q13283Q86XR7,0.28265
Q13283Q86XR8,0.42644286
Q13283Q86XS8,0.081499025
Q13283Q86XT2,0.23744038
Q13283Q86XT4,0.4617738
Q13283Q86XT9,0.00043795252
Q13283Q86XU0,0.6404563
Q13283Q86XX4,0.22653544
Q13283Q86XZ4,0.6607076
Q13283Q86Y01,0.3732414
Q13283Q86Y07,0.4040855
Q13283Q86Y13,0.6149372
Q13283Q86Y25,0.13043131
Q13283Q86Y26,0.4741083
Q13283Q86Y30,0.20342736
Q13283Q86Y33,0.44540367
Q13283Q86Y34,0.13380554
Q13283Q86Y37,0.43254703
Q13283Q86Y38,0.6808771
Q13283Q86Y39,0.16131975
Q13283Q86Y46,0.23523371
Q13283Q86Y56,0.39392453
Q13283Q86Y78,0.012919347
Q13283Q86Y79,0.24053416
Q13283Q86Y82,0.2988209
Q13283Q86Y91,0.6195961
Q13283Q86Y97,0.35376048
Q13283Q86YA3,0.19659582
Q13283Q86YB7,0.15974127
Q13283Q86YB8,0.29565096
Q13283Q86YC2,0.45895243
Q13283Q86YC3,0.19897534
Q13283Q86YD1,0.26392257
Q13283Q86YD3,0.31563926
Q13283Q86YD5,0.08907797
Q13283Q86YD7,0.5757808
Q13283Q86YE8,0.09834827
Q13283Q86YF9,0.52622026
Q13283Q86YH6,0.27151385
Q13283Q86YI8,0.523432
Q13283Q86YJ5,0.06832594
Q13283Q86YJ7,0.53876776
Q13283Q86YL5,0.22314599
Q13283Q86YL7,0.12641004
Q13283Q86YM7,0.6247374
Q13283Q86YN1,0.28502905
Q13283Q86YN6,0.32786328
Q13283Q86YP4,0.6848089
Q13283Q86YQ8,0.5003067
Q13283Q86YR5,0.68789643
Q13283Q86YR6,0.20643902
Q13283Q86YR7,0.3620432
Q13283Q86YS3,0.30094385
Q13283Q86YS6,0.43976408
Q13283Q86YS7,0.47397256
Q13283Q86YT5,0.22449239
Q13283Q86YT6,0.6004645
Q13283Q86YT9,0.3201918
Q13283Q86YV0,0.60851896
Q13283Q86YV5,0.38425484
Q13283Q86YV6,0.36520112
Q13283Q86YV9,0.15137236
Q13283Q86YW0,0.34023026
Q13283Q86YW5,0.13800026
Q13283Q86YW7,0.17488647
Q13283Q86YW9,0.56242406
Q13283Q86YZ3,0.1581168
Q13283Q86Z02,0.24531034
Q13283Q86Z20,0.368432
Q13283Q86Z23,0.43289596
Q13283Q8HWS3,0.5501209
Q13283Q8IU54,0.107000485
Q13283Q8IU57,0.15216772
Q13283Q8IU60,0.54033905
Q13283Q8IU81,0.6777855
Q13283Q8IU85,0.15914115
Q13283Q8IU89,0.12995985
Q13283Q8IUA0,0.24445972
Q13283Q8IUA7,0.30909806
Q13283Q8IUB2,0.2686009
Q13283Q8IUB3,0.25934148
Q13283Q8IUB5,0.18303405
Q13283Q8IUB9,0.44318238
Q13283Q8IUC0,0.4312852
Q13283Q8IUC1,0.34002247
Q13283Q8IUC2,0.61161536
Q13283Q8IUC3,0.58612096
Q13283Q8IUC4,0.17510721
Q13283Q8IUC6,0.5497596
Q13283Q8IUC8,0.061921984
Q13283Q8IUD2,0.6542678
Q13283Q8IUD6,0.30151615
Q13283Q8IUE0,0.3232987
Q13283Q8IUE1,0.6400658
Q13283Q8IUE6,0.5077557
Q13283Q8IUF1,0.40435544
Q13283Q8IUF8,0.6112045
Q13283Q8IUG1,0.347506
Q13283Q8IUH2,0.012980493
Q13283Q8IUH3,0.688409
Q13283Q8IUH4,0.08908506
Q13283Q8IUH5,0.120312
Q13283Q8IUH8,0.16798292
Q13283Q8IUI8,0.116570935
Q13283Q8IUL8,0.0451955
Q13283Q8IUN9,0.13265881
Q13283Q8IUQ0,0.16194424
Q13283Q8IUQ4,0.614818
Q13283Q8IUR0,0.5043507
Q13283Q8IUR6,0.42280883
Q13283Q8IUR7,0.41007215
Q13283Q8IUS5,0.24246836
Q13283Q8IUW3,0.21157245
Q13283Q8IUW5,0.4538172
Q13283Q8IUX1,0.31409955
Q13283Q8IUX4,0.69561243
Q13283Q8IUX8,0.36683875
Q13283Q8IUY3,0.36949173
Q13283Q8IUZ0,0.55540496
Q13283Q8IUZ5,0.049090963
Q13283Q8IV01,0.3026504
Q13283Q8IV03,0.5661536
Q13283Q8IV04,0.0
Q13283Q8IV08,0.2744723
Q13283Q8IV13,0.40283316
Q13283Q8IV16,0.28850335
Q13283Q8IV20,0.42386025
Q13283Q8IV31,0.2186673
Q13283Q8IV32,0.6663692
Q13283Q8IV33,0.484483
Q13283Q8IV35,0.48914352
Q13283Q8IV36,0.36283082
Q13283Q8IV38,0.61975914
Q13283Q8IV45,0.4759488
Q13283Q8IV48,0.43525195
Q13283Q8IV50,0.30386406
Q13283Q8IV53,0.16624211
Q13283Q8IV56,0.39052314
Q13283Q8IV61,0.17905264
Q13283Q8IV63,0.6951266
Q13283Q8IV77,0.28452462
Q13283Q8IVA1,0.17894477
Q13283Q8IVB5,0.16226779
Q13283Q8IVC4,0.39892215
Q13283Q8IVD9,0.37749252
Q13283Q8IVE3,0.26562676
Q13283Q8IVF2,0.39093643
Q13283Q8IVF4,0.14455348
Q13283Q8IVF5,0.1984133
Q13283Q8IVF7,0.5453211
Q13283Q8IVH2,0.38823313
Q13283Q8IVH8,0.20950153
Q13283Q8IVI9,0.231883
Q13283Q8IVJ1,0.1617428
Q13283Q8IVL0,0.4576749
Q13283Q8IVL1,0.5753187
Q13283Q8IVL5,0.5629153
Q13283Q8IVL6,0.27978086
Q13283Q8IVM0,0.31090963
Q13283Q8IVM8,0.17580473
Q13283Q8IVN8,0.43341237
Q13283Q8IVP5,0.20003399
Q13283Q8IVP9,0.34934607
Q13283Q8IVQ6,0.23425265
Q13283Q8IVS2,0.6211978
Q13283Q8IVS8,0.46860638
Q13283Q8IVT2,0.3329332
Q13283Q8IVT5,0.52811205
Q13283Q8IVU1,0.01791861
Q13283Q8IVU3,0.08701365
Q13283Q8IVU9,0.21655932
Q13283Q8IVV7,0.24874909
Q13283Q8IVV8,0.014383273
Q13283Q8IVW1,0.092414536
Q13283Q8IVW4,0.5913515
Q13283Q8IVW6,0.51915073
Q13283Q8IVY1,0.33539572
Q13283Q8IW00,0.3877425
Q13283Q8IW03,0.18561566
Q13283Q8IW19,0.5298258
Q13283Q8IW35,0.61158144
Q13283Q8IW36,0.3529765
Q13283Q8IW40,0.13916697
Q13283Q8IW41,0.19960961
Q13283Q8IW45,0.38895303
Q13283Q8IW50,0.47695026
Q13283Q8IW52,0.048603863
Q13283Q8IW75,0.49520725
Q13283Q8IW92,0.3628881
Q13283Q8IW93,0.18638614
Q13283Q8IWA0,0.63379824
Q13283Q8IWA4,0.1293454
Q13283Q8IWA5,0.08046627
Q13283Q8IWA6,0.6819952
Q13283Q8IWB1,0.27583513
Q13283Q8IWB4,0.2002841
Q13283Q8IWB6,0.16202803
Q13283Q8IWB7,0.43978867
Q13283Q8IWB9,0.41569743
Q13283Q8IWC1,0.54101104
Q13283Q8IWD4,0.245487
Q13283Q8IWE2,0.31265736
Q13283Q8IWE4,0.13465694
Q13283Q8IWE5,0.37461582
Q13283Q8IWF2,0.5128902
Q13283Q8IWF6,0.42122397
Q13283Q8IWF9,0.6763895
Q13283Q8IWG1,0.27850896
Q13283Q8IWI9,0.61056256
Q13283Q8IWJ2,0.55719054
Q13283Q8IWK6,0.05078719
Q13283Q8IWL1,0.23318076
Q13283Q8IWL3,0.20050672
Q13283Q8IWL8,0.57798123
Q13283Q8IWP9,0.090823695
Q13283Q8IWQ3,0.38088638
Q13283Q8IWR0,0.7259562
Q13283Q8IWR1,0.2880763
Q13283Q8IWS0,0.545416
Q13283Q8IWT0,0.48215643
Q13283Q8IWT1,0.27458942
Q13283Q8IWT3,0.48493356
Q13283Q8IWT6,0.08216467
Q13283Q8IWU2,0.4442564
Q13283Q8IWU4,0.35725993
Q13283Q8IWU5,0.35120153
Q13283Q8IWU6,0.187869
Q13283Q8IWU9,0.40580273
Q13283Q8IWV1,0.09289869
Q13283Q8IWV7,0.37456983
Q13283Q8IWV8,0.4509751
Q13283Q8IWW6,0.66618824
Q13283Q8IWX7,0.21457592
Q13283Q8IWX8,0.59273493
Q13283Q8IWY8,0.28911436
Q13283Q8IWY9,0.19388631
Q13283Q8IWZ3,0.60758847
Q13283Q8IWZ4,0.13667338
Q13283Q8IWZ5,0.34814078
Q13283Q8IWZ6,0.5251517
Q13283Q8IWZ8,0.5538818
Q13283Q8IX01,0.69680256
Q13283Q8IX03,0.51948726
Q13283Q8IX04,0.25273877
Q13283Q8IX05,0.024073867
Q13283Q8IX06,0.62095076
Q13283Q8IX07,0.35475653
Q13283Q8IX12,0.49281177
Q13283Q8IX15,0.5435717
Q13283Q8IX18,0.7292902
Q13283Q8IX19,0.12069617
Q13283Q8IX21,0.52911395
Q13283Q8IX29,0.42812404
Q13283Q8IX90,0.5465428
Q13283Q8IX94,0.47692376
Q13283Q8IXA5,0.0065521076
Q13283Q8IXB1,0.47568363
Q13283Q8IXB3,0.34832668
Q13283Q8IXF0,0.47797233
Q13283Q8IXH7,0.6122613
Q13283Q8IXI1,0.09281649
Q13283Q8IXI2,0.28779903
Q13283Q8IXJ6,0.516176
Q13283Q8IXJ9,0.36195797
Q13283Q8IXK0,0.6580008
Q13283Q8IXK2,0.04095133
Q13283Q8IXL7,0.36047488
Q13283Q8IXL9,0.30399495
Q13283Q8IXM2,0.5837754
Q13283Q8IXM3,0.43902484
Q13283Q8IXM6,0.26325178
Q13283Q8IXM7,0.30445713
Q13283Q8IXN7,0.1358627
Q13283Q8IXP5,0.22184458
Q13283Q8IXQ3,0.267243
Q13283Q8IXQ4,0.65385306
Q13283Q8IXQ5,0.5467939
Q13283Q8IXQ6,0.417955
Q13283Q8IXQ9,0.11711582
Q13283Q8IXS0,0.17320292
Q13283Q8IXS2,0.35020262
Q13283Q8IXS6,0.52933633
Q13283Q8IXS8,0.25096622
Q13283Q8IXT5,0.6405083
Q13283Q8IXU6,0.24589738
Q13283Q8IXV7,0.057805784
Q13283Q8IXW0,0.29192674
Q13283Q8IXW5,0.47668108
Q13283Q8IXX5,0.26528496
Q13283Q8IXY8,0.5228051
Q13283Q8IXZ2,0.6300236
Q13283Q8IY17,0.27582753
Q13283Q8IY18,0.43108326
Q13283Q8IY21,0.37838817
Q13283Q8IY22,0.27097756
Q13283Q8IY26,0.28698057
Q13283Q8IY31,0.3992229
Q13283Q8IY33,0.37009627
Q13283Q8IY34,0.14161038
Q13283Q8IY37,0.63820684
